,state,positive,probableCases,negative,pending,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,dataQualityGrade,deathIncrease,hospitalizedIncrease,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,non_residential_percent_change_from_baseline,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,ConfirmedCases,ConfirmedDeaths,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,pop_2019,GDP_2019,Unemployment_rate_2019,Median_Household_Income_2019,Percent_less_than_high_school,Percent_bachelor_or_higher,Percent_some_college_or_associate,Percent_high_school_only,AverageTemperature,Urbanization_rate,White,Black,American_Native,Asian,Pacific_Islander,pc_misconception,not_at_all,not_very,somewhat,very,error_margin,N,misinformation_index,deaths_pth,hospitalized_pth,positivity_rate,state_code
10,Georgia,267633.5928143713,83058.46666666666,,,2279697.083832335,2495.960144927536,22620.402555910543,,4624.467857142857,,,,2279697.083832335,229207.73353293413,,293102.2014388489,9641.388888888889,922.7444444444444,,711656.5714285715,287443.528,26833.31557377049,,,,,,,,,13.0,2722.8832335329344,0.0,267633.5928143713,19319.59880239521,267633.5928143713,,42.50898203592814,150.41017964071855,0.0,0.0,0.0,0.0,0.0,,-16.37125748502994,-4.637724550898204,19.823353293413174,-32.712574850299404,-30.440119760479043,9.428143712574851,-12.867664670658685,2.3892215568862274,0.3773006134969325,1.0,1.0,1.8892215568862276,1.0,3.095808383233533,1.0,0.49101796407185627,0.0,1.8622754491017963,0.08360128617363344,0.0,,0.0,267664.84431137727,5327.476047904192,48.01526946107777,46.44844311377255,46.546646706586635,10617423.0,539536.3000000014,3.399999999999994,61950.0,13.300000000000084,30.700000000000045,28.19999999999998,27.899999999999828,17.5,75.09999999999967,0.6063246364838049,0.3312251027799208,0.01122389993347553,0.04905820250232511,0.0021681583004773044,0.15,3.5,6.45,23.933333333333334,66.15,5.116666666666666,485.3333333333333,62.649999999999984,0.004003700524687407,0.014166354645634685,0.1409389118989032,GA
11,Hawaii,8741.365558912386,315.6137931034483,103248.34803921569,,322874.6377245509,110.56435643564356,680.5923566878981,27.026881720430108,,18.123655913978496,,3044.2272727272725,189758.52898550723,8456.20359281437,27632.0,17392.924137931033,122.49019607843137,,322874.6377245509,150173.23484848486,,,,,,,,,,,15.0,79.39520958083833,0.0,71724.71556886227,2956.505988023952,71724.71556886227,,1.2275449101796407,6.188622754491018,0.0,0.0,0.0,0.0,0.0,,-37.67065868263473,-21.29940119760479,-45.038922155688624,-58.275449101796404,-35.23053892215569,13.568862275449101,-39.50299401197605,2.2994011976047903,0.2939297124600639,2.0269461077844313,0.9842767295597484,1.5688622754491017,1.0,3.748502994011976,1.0,0.5958083832335329,1.0,1.8892215568862276,0.9842767295597484,1.8682634730538923,1.0,1.867867867867868,8675.622754491018,112.77544910179641,70.8446846846846,61.978802395209556,65.05338323353308,1415872.0,83509.39999999956,2.7000000000000153,83734.0,8.199999999999978,32.5,31.700000000000063,27.69999999999997,21.10999999999989,91.90000000000055,0.3245607565260929,0.026904617654031668,0.019888312304085602,0.4274156415457168,0.20123067197007513,0.09,3.35,5.349999999999999,25.016666666666666,66.33333333333333,7.283333333333332,287.0,57.36966666666666,0.0008669886191545851,0.004370891404372018,0.026854405133102378,HI
12,Idaho,45789.32024169184,7891.723021582734,203140.47129909365,,242301.60725075527,187.9198717948718,2020.5838709677419,55.91869918699187,425.43648208469057,,,23046.85172413793,732035.0833333334,,,46475.69784172662,541.3779527559055,63.669291338582674,,242301.60725075527,,,,,,,,,49598.52272727273,,16.0,491.4894259818731,1421.7824773413897,248929.7915407855,1822.0181268882175,248929.7915407855,,5.211480362537764,20.163141993957705,0.0,0.0,0.0,0.0,0.0,,-6.259818731117825,6.7492447129909365,99.21254355400697,-1.1691842900302114,-25.45619335347432,5.858006042296073,12.048489425981868,2.1389728096676737,0.1746031746031746,1.8670694864048338,0.3929712460063898,1.2507552870090635,0.6026490066225165,3.4622356495468276,0.5264900662251656,0.11178247734138973,1.0,0.5921450151057401,1.0,1.0241691842900302,0.358695652173913,0.3987915407854985,46270.90332326284,477.13293051359517,46.84380664652578,38.196525679758274,42.67870090634454,1787065.0,72494.39999999973,2.8999999999999844,60830.0,9.400000000000055,26.899999999999835,35.899999999999785,27.699999999999964,6.890000000000026,70.59999999999974,0.9292882026251507,0.01427571423513028,0.028036639874053772,0.02408175605557529,0.004317687210090957,0.11,6.483333333333334,9.75,29.88333333333333,53.86666666666667,6.55,335.6666666666667,51.07150000000001,0.002916223171813988,0.01128282518764438,0.26975001989759373,ID
13,Illinois,343319.1886227545,2043.291390728477,4697151.976047904,66.0,5040471.164670658,3043.963333333333,,706.31,,379.8933333333333,,,6591980.80632411,,,204024.01570680627,9889.50566037736,571.7689075630252,,821166.8695652174,,,,,,,,,,,17.0,3372.1467065868264,44649.30239520958,5040473.535928144,48021.44910179641,5040471.164670658,,63.631736526946106,0.0,0.0,0.0,0.0,0.0,0.0,,-22.338323353293415,-3.7724550898203595,36.74550898203593,-36.19760479041916,-32.33832335329341,10.89820359281437,-11.58023952095808,2.6017964071856285,0.24610591900311526,1.377245508982036,0.8167701863354038,1.2724550898203593,1.0,3.4760479041916166,0.7384615384615385,0.0,,1.3892215568862276,0.978125,1.8682634730538923,0.33753943217665616,0.0,343211.0628742515,8432.520958083833,53.62502994011975,51.84772455089824,51.68275449101797,12671821.0,782019.0,4.0,69212.0,11.09999999999994,34.10000000000021,28.7,26.10000000000016,11.0,88.5,0.7693451470976171,0.15335031646879355,0.010923145675708854,0.06492875977711646,0.001452630980772207,0.14,2.9166666666666665,6.416666666666667,23.366666666666664,67.3,4.8,506.6666666666667,56.99116666666666,0.0050215147867813245,0.0,0.07022167738917065,IL
14,Indiana,161087.8403614458,,970024.387195122,,2019080.5816023739,1568.340425531915,16234.748175182482,466.5847176079734,3112.4052044609666,195.56810631229237,,140502.59349593497,2019080.5816023739,162327.18397626112,,,4102.478102189781,241.32830188679245,,1395927.6136363635,,,,,,,,,,,18.0,1859.5905044510387,6917.462908011869,1102816.5044510385,20814.596439169138,1102816.5044510385,,29.596439169139465,119.72700296735906,0.0,0.0,0.0,0.0,0.0,,-11.068249258160238,-0.7210682492581603,87.52522255192878,-6.445103857566766,-25.83679525222552,7.572700296735905,8.690801186943608,2.5514018691588785,0.49514563106796117,1.420731707317073,0.9337539432176656,1.3475609756097562,0.939297124600639,2.398753894080997,0.8472727272727273,0.18991097922848665,0.0,0.4599406528189911,0.13138686131386862,1.1364985163204748,0.0778816199376947,0.5637982195845698,158699.50148367952,3813.347181008902,44.6779268292682,46.42018292682932,46.66481707317072,6732219.0,332040.59999999823,3.2999999999999794,57617.0,11.400000000000063,25.899999999999835,29.100000000000186,33.5,10.940000000000046,72.4000000000003,0.8488924522743495,0.10985703754994826,0.009672394234459085,0.030160586107859374,0.0014175298333912317,0.135,4.3,8.283333333333333,24.983333333333334,62.400000000000006,5.683333333333334,423.5,53.014,0.004396238323372942,0.017784181258417034,0.0893406946363678,IN
15,Iowa,87953.74096385542,,480569.2560240964,13.125,568522.9969879518,438.53035143769966,106.0,112.51178451178451,,56.90909090909091,,78591.89102564103,2210334.1403508773,263172.48214285716,1973389.5535714286,87952.76204819277,,,,710831.8333333334,,,,56705.782945736435,4467.647286821705,52201.817829457366,107927.99363057326,21281.299363057326,880320.125,45377.94642857143,19.0,805.8975903614457,2970.225903614458,568523.313253012,3776.123493975904,568522.9969879518,,14.762048192771084,0.0,0.0,0.0,0.0,0.0,0.0,,-11.828313253012048,11.352409638554217,98.46774193548387,-8.80722891566265,-23.728915662650603,7.406626506024097,11.77364457831325,2.3644578313253013,0.29102167182662536,1.0060240963855422,0.8125,0.7048192771084337,1.0,1.2409638554216869,1.0,0.4186746987951807,0.0,0.4789156626506024,0.9937106918238994,0.0,,0.0,98380.3734939759,1408.9036144578313,31.623554216867564,40.09617469879523,35.074548192771054,3155070.0,173688.39999999903,2.700000000000015,61807.0,8.0,28.199999999999978,32.6000000000002,31.100000000000193,8.780000000000042,64.0,0.9058583231889886,0.05036716778324292,0.010479021001817182,0.031035635749937816,0.0022598522760118103,0.13,3.5,8.166666666666666,28.483333333333338,59.88333333333333,6.333333333333333,354.6666666666667,51.39266666666666,0.0046788338112216474,0.0,0.213419288761902,IA
16,Kansas,70862.64156626505,,353755.25,4.6,424617.8915662651,545.7958115183246,2916.244372990354,140.77114427860695,893.5935251798561,53.985074626865675,255.00359712230215,2199.1079136690646,2182729.6,,,,,,,549792.6944444445,,,,,,,,,,,20.0,827.3644578313254,2692.873493975904,424617.9608433735,3520.237951807229,424617.8915662651,,11.382530120481928,25.352409638554217,0.0,0.0,0.0,0.0,0.0,,-13.593373493975903,-3.5963855421686746,73.83227848101266,-4.042168674698795,-26.042168674698797,7.620481927710843,4.513102409638555,2.4156626506024095,0.3956386292834891,0.8283132530120482,0.4810126582278481,1.3704819277108433,0.75,3.3283132530120483,0.7515527950310559,0.9608433734939759,0.0,0.31626506024096385,1.0,0.1897590361445783,1.0,1.8132530120481927,71837.78313253012,879.6897590361446,46.51153614457842,41.92051204819288,45.25349397590358,2913314.0,155944.2999999993,3.2000000000000193,62028.0,9.30000000000004,32.89999999999979,31.799999999999937,26.0,12.38999999999996,74.20000000000044,0.8629417652798328,0.07393594818853914,0.02314507102540841,0.037684475969935995,0.0022927395362810563,0.155,3.1333333333333333,8.35,26.333333333333332,62.166666666666664,6.166666666666667,381.5,58.195166666666665,0.003907072880054099,0.008702257854304143,0.23503083290337543,KS
17,Kentucky,85106.46987951807,18688.36328125,,3.0,1190737.5843373493,844.2222222222222,6115.393939393939,215.0976430976431,1632.7205387205388,212.41975308641975,,15100.59595959596,1190737.5843373493,201519.725,,83906.02867383513,1273.1824817518248,53.51162790697674,,,66159.916,7456.85,,,,,,,88623.54010695187,22257.475,21.0,1093.0421686746988,0.0,85106.47891566265,10813.900602409638,85106.46987951807,,11.28012048192771,50.26204819277108,0.0,0.0,0.0,0.0,0.0,,-15.668674698795181,1.355421686746988,62.09365558912387,-10.810240963855422,-27.84036144578313,8.00301204819277,1.787801204819276,2.3795180722891565,0.6180124223602484,1.716867469879518,0.7614678899082569,1.3132530120481927,0.6788990825688074,3.7771084337349397,1.0,1.8734939759036144,0.0,0.75,0.859375,0.9186746987951807,1.0,0.25903614457831325,85129.77710843373,1105.9246987951808,58.25397590361429,56.65599397590376,58.71608433734947,4467673.0,189365.60000000102,4.299999999999974,52256.0,14.30000000000009,23.60000000000014,29.100000000000183,33.0,13.11000000000002,58.400000000000006,0.8754711490569778,0.0947980060378084,0.00845126531227584,0.019634598035707374,0.0016449815572302112,0.16,3.6,6.5,25.250000000000004,64.61666666666667,5.633333333333334,415.0,52.910833333333336,0.002524831267178173,0.011250162711722878,0.10107751207100411,KY
18,Louisiana,139930.8761329305,14265.993710691824,1700101.9454545456,,1834896.5619335347,1146.0796178343949,,,,164.57188498402556,,132903.60350877192,2269553.787878788,,,133078.02719033233,4830.442857142857,210.09056603773584,,,,,,,,,,,192676.7,,22.0,1210.3504531722053,13917.891238670694,1834896.5619335347,15128.2416918429,1834896.5619335347,,26.764350453172206,0.0,0.0,0.0,0.0,0.0,0.0,,-18.52870090634441,-2.634441087613293,-11.202416918429003,-22.897280966767372,-27.700906344410875,8.108761329305135,-16.592749244712984,2.2628398791540785,0.7360248447204969,1.848942598187311,1.0,1.7613293051359518,0.9603658536585366,2.806646525679758,0.9907692307692307,0.9697885196374623,0.0,1.1117824773413898,1.0,0.0,,0.0,139931.4652567976,4343.138972809667,49.98495468277963,46.206283987915604,48.04616314199388,4648794.0,240475.2999999985,4.799999999999971,51108.0,15.199999999999905,23.699999999999875,27.100000000000165,34.0,19.10999999999991,73.20000000000044,0.6311341003544659,0.33170560877869193,0.01381824368710535,0.021961721558833004,0.001380325620903777,0.16,3.6666666666666665,5.616666666666667,23.21666666666667,67.48333333333333,6.2,400.3333333333333,56.80583333333334,0.005757267466179875,0.0,0.08000602302809734,LA
19,Maine,7733.918429003021,1295.043956043956,394445.63746223564,13.5,402179.5558912387,60.97959183673469,505.987012987013,20.303754266211605,,8.133105802047782,,4830.58785942492,500676.01136363635,10617.33073929961,502443.2840466926,6665.800604229607,178.91240875912408,2.295964125560538,,28005.071428571428,10121.44747081712,426.97665369649803,9213.033210332103,,,,,,60087.48351648352,2907.032967032967,23.0,118.8036253776435,4040.09667673716,402179.8006042296,4158.900302114804,402179.5558912387,,1.7824773413897281,4.19939577039275,0.0,0.0,0.0,0.0,0.0,,-10.91238670694864,2.879154078549849,100.06862745098039,-12.53921568627451,-25.416918429003022,7.601208459214502,9.477945619335348,2.0060422960725077,0.9226006191950464,1.7824773413897281,1.0,1.6253776435045317,1.0,3.1601208459214503,1.0,1.404833836858006,0.9737704918032787,1.148036253776435,0.9744408945686901,1.836858006042296,1.0,0.0,7735.465256797583,152.56495468277944,64.96102719033213,59.37948640483405,61.837794561933485,1344212.0,58528.40000000003,3.0,58824.0,7.6999999999999895,30.899999999999807,29.600000000000183,31.799999999999937,5.0,38.70000000000018,0.9437608187356487,0.022597109554932254,0.015226503822498303,0.017461037956430194,0.0009545299304973818,0.135,3.9500000000000006,5.449999999999999,23.000000000000004,67.63333333333334,5.766666666666667,338.1666666666667,52.91416666666666,0.001326038855024154,0.0031240576414975837,0.028566115258216642,ME
20,Maryland,117045.45645645645,,1130667.5525525527,13.0,2345047.4522292996,956.8286713286714,14560.740384615385,271.86013986013984,,,,6122.428104575163,2345047.4522292996,148593.0414012739,,117045.45645645645,3374.259375,128.4401294498382,,1559996.4242424243,,,,145279.5026737968,14110.395721925133,131169.10695187165,,,,,24.0,1064.4834834834835,8531.822822822824,1247713.087087087,21060.522522522522,1247713.009009009,,21.4024024024024,96.26126126126127,0.0,0.0,0.0,0.0,0.0,,-21.98198198198198,-8.915915915915916,51.6996996996997,-40.1951951951952,-36.234234234234236,13.507507507507508,-11.12552552552551,2.3993993993993996,0.41304347826086957,1.7837837837837838,0.8571428571428571,1.945945945945946,0.4325153374233129,3.4564564564564564,0.4263803680981595,0.5825825825825826,1.0,0.7897897897897898,0.63,1.3633633633633633,0.9415584415584416,0.6576576576576577,117045.65165165166,3344.894894894895,58.23744744744726,55.67909909909925,56.80783783783783,6045680.0,374385.5999999978,3.6000000000000005,86644.0,10.0,39.60000000000023,25.600000000000158,24.800000000000118,12.329999999999952,87.20000000000049,0.5913103657086014,0.31810953235724415,0.013012584374421852,0.07524832732990312,0.002319190229828432,0.135,1.1666666666666667,3.0833333333333335,19.916666666666668,75.81666666666666,4.816666666666667,435.6666666666667,61.55133333333333,0.003540114991597703,0.015922321601748897,0.0505440205647844,MD
21,Massachusetts,158394.7699386503,8877.101063829787,1683940.1671826625,,3879184.225519288,1339.7854785478548,11371.223974763407,290.35616438356163,,103.96326530612245,,145337.31325301205,3879184.225519288,185990.44510385758,,175428.24100719424,9255.959854014598,224.8,,2214482.3106060605,,,,112597.56967213115,12638.850574712644,,226482.84393063583,,,,25.0,1554.9703264094956,12142.991097922848,1767208.8100890208,40453.646884272996,1767208.8100890208,,43.25519287833828,53.43620178041543,0.0,0.0,0.0,0.0,0.0,,-24.70326409495549,-10.887240356083087,41.38575667655786,-50.88427299703264,-36.94955489614243,13.11572700296736,-16.407715133531156,2.4391691394658754,0.254601226993865,2.0534124629080117,0.7802547770700637,1.454005934718101,0.8461538461538461,3.3026706231454006,1.0,0.9228486646884273,0.03536977491961415,0.9792284866468842,1.0,1.2077151335311573,0.909967845659164,1.2759643916913948,152507.82492581604,7838.52818991098,58.74255192878343,54.8226112759643,59.941038575667704,6892503.0,518718.5999999968,2.8999999999999844,85700.0,9.599999999999943,42.89999999999976,23.300000000000125,24.19999999999987,8.829999999999957,92.0,0.8066226754649005,0.10210212075232043,0.010589929073008831,0.07839810861357073,0.0022871660961925142,0.11,1.7666666666666666,4.666666666666667,23.45,70.05,4.866666666666667,461.3333333333333,57.48999999999999,0.006275687203667271,0.007752800656077398,0.03843832252893905,MA
22,Michigan,179902.11572700297,14803.510385756677,3009483.3243243243,17.916666666666668,3153664.5697329375,1670.1879194630872,,465.3523489932886,,291.99328859060404,,120701.78289473684,3346601.738317757,224699.3707165109,3121983.953271028,165098.6053412463,6633.608955223881,322.7240356083086,,,286556.24803149607,,,,,,,,,,26.0,1810.4569732937684,25982.845697329376,3153665.2077151337,27793.302670623147,3153664.5697329375,,46.068249258160236,0.0,0.0,0.0,0.0,0.0,0.0,,-19.839762611275965,-4.528189910979228,111.75370919881306,-25.706231454005934,-31.504451038575667,10.008902077151335,6.035014836795255,2.4094955489614245,0.6273291925465838,1.7655786350148368,0.7391304347826086,1.4658753709198813,0.7217125382262997,1.9406528189910979,0.3620178041543027,0.9525222551928784,0.0,1.086053412462908,0.9902597402597403,0.4094955489614243,1.0,0.9226190476190477,178710.0178041543,6822.086053412463,48.652136498516235,47.86169139465873,49.75792284866456,9986857.0,473859.59999999695,4.099999999999988,59522.0,9.5,28.60000000000018,32.89999999999979,29.0,6.890000000000024,74.59999999999965,0.793870476219069,0.1503879284423327,0.015438090955990807,0.03908485906044708,0.0012186453221632067,0.145,2.5666666666666664,5.283333333333333,24.033333333333335,68.13333333333334,4.966666666666667,480.6666666666667,56.6265,0.004612887644046594,0.0,0.06514004451897608,MI
23,Minnesota,131671.02710843374,8897.809090909092,1115524.656626506,,1940831.3042168675,573.8006430868168,8640.693037974683,174.48692810457516,2150.4019292604503,,,128148.85993485342,,,767125.0,128722.9578313253,2501.6459854014597,67.0530303030303,1940831.3042168675,1987478.2634408602,,,,,,,,,146646.4,,27.0,1390.9819277108434,8501.463855421687,1247195.6837349397,18784.948795180724,1247195.6837349397,,18.674698795180724,73.21686746987952,0.0,0.0,0.0,0.0,0.0,,-20.13855421686747,-4.445783132530121,78.3433734939759,-41.36144578313253,-32.0210843373494,11.240963855421686,-3.9246987951807237,2.8313253012048194,0.171875,1.4743202416918428,1.0,1.6867469879518073,0.9938461538461538,3.3403614457831323,1.0,0.21987951807228914,0.726027397260274,1.0933734939759037,1.0,0.5993975903614458,1.0,1.0391566265060241,131270.97891566265,2151.3463855421687,55.517590361445706,49.252680722891554,51.317048192771104,5639632.0,338752.2999999981,3.2000000000000193,74529.0,7.0,35.399999999999785,32.6000000000002,24.89999999999985,5.1099999999999675,73.29999999999956,0.838139333205358,0.08098457757754243,0.021446717295718017,0.05779876944188127,0.0016306024795023468,0.13,4.3999999999999995,6.666666666666665,26.78333333333333,62.15,5.516666666666667,433.0,55.17816666666666,0.0033113328662545223,0.012982561179502408,0.07404768268879708,MN
24,Mississippi,85211.79758308157,22529.950819672133,523862.5871559633,,602743.7190332327,887.3658536585366,4737.363924050633,214.07142857142858,,120.00344827586207,,80869.63309352518,716140.8134328359,,,91116.64754098361,2566.5122950819673,385.8483606557377,,,34875.71875,,,,,,,,213319.16770186336,,28.0,830.8187311178248,3910.8398791540785,602743.7190332327,4741.658610271903,602743.7190332327,,18.26283987915408,26.123867069486405,0.0,0.0,0.0,0.0,0.0,,-9.845921450151057,-1.607250755287009,15.365558912386707,-1.6163141993957704,-24.338368580060422,6.59214501510574,-4.408459214501508,2.29607250755287,0.5454545454545454,1.1933534743202416,0.8913043478260869,1.096676737160121,0.8848684210526315,3.4924471299093653,0.6151315789473685,0.38368580060422963,1.0,1.096676737160121,1.0,0.0,,0.0,85209.16314199395,2238.95166163142,44.09432024169173,39.29377643504534,41.981027190332156,2976149.0,104209.19999999958,5.40000000000003,45928.0,16.100000000000033,21.80000000000012,31.799999999999937,30.29999999999997,17.439999999999916,49.39999999999974,0.5937182031606106,0.3804336161485536,0.010489313612227014,0.01409328662730933,0.0012655804513031466,0.18,3.383333333333333,5.466666666666666,27.733333333333334,63.416666666666664,7.1499999999999995,344.1666666666667,58.65083333333333,0.006136399716262216,0.008777741661955232,0.17521690180689384,MS
25,Missouri,131586.82779456192,,823555.5122699386,,1490924.598187311,1372.904290429043,,564.4571428571429,,185.62396694214877,,,1490924.598187311,146536.0,1341893.3141993957,131581.48640483385,,,,1171625.571969697,100065.904,9574.352,90293.536,61417.682119205296,1568.4915254237287,37916.87005649717,102522.69105691057,,209245.92,26321.688,29.0,1386.1601208459215,5363.712990936556,942701.924471299,12558.214501510574,942701.924471299,,20.386706948640484,0.0,0.0,0.0,0.0,0.0,0.0,,-11.489425981873111,0.8429003021148036,56.92447129909365,-15.377643504531722,-25.788519637462237,7.468277945619335,1.022356495468281,2.178247734138973,0.5171339563862928,1.2054380664652569,0.09302325581395349,1.8696969696969696,0.13580246913580246,3.108761329305136,0.24573378839590443,0.0,,1.3515151515151516,0.17834394904458598,0.9093655589123867,0.23588039867109634,0.0,134860.64048338367,2172.5075528700904,43.290121212121306,39.81661631419937,43.21060422960738,6137428.0,290956.20000000176,3.29999999999998,57375.0,10.400000000000059,28.600000000000176,30.200000000000024,30.700000000000042,12.559999999999958,70.40000000000026,0.8296961900672079,0.12705638362452235,0.013942634067974776,0.02669499677727499,0.0026097954630198627,0.13,4.8999999999999995,7.116666666666667,27.8,60.150000000000006,5.3500000000000005,449.5,53.20166666666666,0.003321702014042443,0.0,0.11037875811718188,MO
26,Montana,23378.7915407855,2117.2,285870.7432024169,57.0,309249.53474320244,160.21812080536913,1113.246794871795,52.82857142857143,,27.771428571428572,,20959.79933110368,330126.3677419355,,,91167.2,,,,,,,,,,,,,,,30.0,283.83383685800607,2605.824773413897,309249.70694864047,2889.6586102719034,309249.53474320244,,3.7250755287009065,12.824773413897281,0.0,0.0,0.0,0.0,0.0,,-7.2749244712990935,8.646525679758309,77.42483660130719,2.277439024390244,-22.27190332326284,5.498489425981873,10.717270896273922,2.066465256797583,0.5015479876160991,1.29607250755287,0.9875776397515528,1.1722054380664653,1.0,3.13595166163142,1.0,0.540785498489426,0.0,1.848942598187311,0.12218649517684887,0.19637462235649547,1.0,0.8157099697885196,23378.948640483384,279.64954682779455,48.04211480362537,47.76592145015106,49.887522658610315,1068778.0,47180.69999999972,3.5,57248.0,6.7999999999999865,31.200000000000053,32.70000000000008,29.200000000000003,5.9400000000000395,55.89999999999994,0.889464849831332,0.01121655424982881,0.08217540659895654,0.014916046148731725,0.0022271431711539465,0.13,6.050000000000001,9.200000000000001,30.55,54.199999999999996,8.033333333333333,232.0,50.208499999999994,0.003485359474746773,0.011999473617437187,0.09822400329542687,MT
27,Nebraska,55651.42042042042,,317078.99399399396,13.5,629810.8931750741,365.74285714285713,2920.7736625514403,81.0,,56.0,,47663.65020576132,629810.8931750741,63995.66765578635,564916.5489614244,,,,,399359.3247588425,,,,,,,,,,,31.0,565.9139465875371,2174.240356083086,368307.11572700297,6231.744807121661,368306.31454005936,,5.6973293768546,17.222551928783382,0.0,0.0,0.0,0.0,0.0,,-12.364985163204748,0.6379821958456974,69.0224358974359,-5.700296735905044,-24.554896142433236,8.086053412462908,4.295400593471812,1.9851632047477745,0.5907692307692308,0.9020771513353115,0.4321608040201005,1.3827893175074184,0.652014652014652,2.27893175074184,0.44936708860759494,0.9525222551928784,0.9750778816199377,0.43026706231454004,0.7954545454545454,0.8338278931750742,1.0,0.03560830860534125,55527.42729970327,552.893175074184,40.452818991097935,43.82626112759642,43.34468842729961,1934408.0,114877.19999999992,3.0,63290.0,8.900000000000054,31.299999999999937,33.5,26.300000000000065,9.329999999999957,73.0999999999997,0.880463584009216,0.06229864103664793,0.022073507402645205,0.03293774877463267,0.0022265187768573135,0.145,4.8500000000000005,9.883333333333333,27.8,57.46666666666667,7.166666666666667,294.3333333333333,53.14333333333334,0.0029452573484262884,0.0089032675261803,0.09081147641681485,NE
28,Nevada,78676.46546546546,,463483.2792792793,164.0,862300.8888888889,930.2417582417582,,232.1947565543071,,136.60299625468164,,,451068.2946859903,,,78675.65465465466,0.0,,862300.8888888889,677617.9053030303,,,,,,,,,,,32.0,835.7567567567568,3161.5705705705705,542160.2372372373,7471.522522522522,542159.7447447447,,12.822822822822824,0.0,0.0,0.0,0.0,0.0,0.0,,-22.31831831831832,-6.546546546546547,-22.3003003003003,-37.01801801801802,-35.22522522522522,10.94894894894895,-24.681681681681667,2.069069069069069,0.2639751552795031,1.6336336336336337,0.7430340557275542,1.5405405405405406,1.0,2.963963963963964,1.0,0.0,,0.6966966966966966,1.0,0.46846846846846846,1.0,0.0,78682.36036036036,1301.852852852853,45.02108108108128,44.93060060060065,46.34525525525532,3080156.0,154139.3999999991,3.900000000000007,63268.0,13.699999999999914,24.19999999999987,33.89999999999979,28.10000000000018,9.940000000000046,94.2000000000005,0.7405868498952083,0.11398383168656065,0.02653140597653452,0.10419888445428101,0.014699027987418501,0.15,3.3333333333333335,7.25,24.549999999999997,64.83333333333333,6.150000000000001,393.8333333333333,61.210333333333345,0.004163043307813898,0.0,0.1118589623784725,NV
29,New Hampshire,13334.473053892216,6381.352459016393,213125.2874251497,483.05494505494505,400315.1646706587,93.12627986348123,635.5286624203821,,224.68382352941177,,,12021.722222222223,400315.1646706587,,,22184.303278688523,,,,281580.26235741447,26615.81118881119,,,27761.09961685824,,,,,69390.41818181818,,33.0,196.68562874251498,1652.1467065868264,226591.37125748504,3778.895209580838,226459.76047904193,,3.1646706586826348,3.104790419161677,0.0,0.0,0.0,0.0,0.0,,-11.817365269461078,-0.8592814371257484,88.44805194805195,-21.637820512820515,-27.92814371257485,10.01497005988024,3.9827844311377274,2.395209580838323,0.2919254658385093,1.3383233532934131,1.0,1.2335329341317365,1.0,1.0718562874251496,1.0,0.6377245508982036,0.0,1.1736526946107784,1.0,1.1616766467065869,1.0,0.46706586826347307,13348.146706586826,392.74251497005986,47.80967065868262,46.19946107784417,49.60802395209591,1359711.0,77872.80000000045,2.5,78571.0,7.099999999999955,36.5,28.8,27.600000000000172,6.559999999999959,60.29999999999962,0.9306340524005293,0.02434015732572266,0.009047167400747437,0.03482733581347285,0.0011512870595334485,0.13,2.6166666666666667,6.3999999999999995,22.966666666666665,68.0,5.983333333333333,325.5,54.53666666666666,0.002327458304509293,0.0022834193583501764,0.05204844745200852,NH
