,date_range,DMA,covid conspiracy,covid hoax,pizzagate,plandemic,wuhan lab
1320,2020-09-01 2020-09-30,Eugene OR,0.0,0.0,17.0,0.0,34.0
1321,2020-09-01 2020-09-30,Eureka CA,0.0,0.0,0.0,0.0,0.0
1322,2020-09-01 2020-09-30,Evansville IN,0.0,0.0,18.0,0.0,0.0
1323,2020-09-01 2020-09-30,Fairbanks AK,0.0,0.0,0.0,0.0,0.0
1324,2020-09-01 2020-09-30,Fargo-Valley City ND,0.0,0.0,19.0,0.0,37.0
1325,2020-09-01 2020-09-30,Flint-Saginaw-Bay City MI,0.0,0.0,22.0,0.0,0.0
1326,2020-09-01 2020-09-30,Florence-Myrtle Beach SC,0.0,0.0,14.0,0.0,0.0
1327,2020-09-01 2020-09-30,Fresno-Visalia CA,55.0,0.0,17.0,3.0,11.0
1328,2020-09-01 2020-09-30,Ft. Myers-Naples FL,0.0,0.0,0.0,4.0,0.0
1329,2020-09-01 2020-09-30,Ft. Smith-Fayetteville-Springdale-Rogers AR,0.0,0.0,27.0,0.0,26.0
1330,2020-09-01 2020-09-30,Ft. Wayne IN,0.0,0.0,18.0,0.0,70.0
1331,2020-09-01 2020-09-30,Gainesville FL,0.0,0.0,0.0,0.0,0.0
1332,2020-09-01 2020-09-30,Glendive MT,0.0,0.0,0.0,0.0,0.0
1333,2020-09-01 2020-09-30,Grand Junction-Montrose CO,0.0,0.0,0.0,0.0,0.0
1334,2020-09-01 2020-09-30,Grand Rapids-Kalamazoo-Battle Creek MI,100.0,0.0,26.0,0.0,10.0
1335,2020-09-01 2020-09-30,Great Falls MT,0.0,0.0,0.0,0.0,0.0
1336,2020-09-01 2020-09-30,Green Bay-Appleton WI,0.0,100.0,21.0,5.0,0.0
1337,2020-09-01 2020-09-30,Greensboro-High Point-Winston Salem NC,0.0,0.0,18.0,3.0,0.0
1338,2020-09-01 2020-09-30,Greenville-New Bern-Washington NC,0.0,0.0,14.0,7.0,28.0
1339,2020-09-01 2020-09-30,Greenville-Spartanburg SC-Asheville NC-Anderson SC,0.0,23.0,24.0,0.0,29.0
1340,2020-09-01 2020-09-30,Greenwood-Greenville MS,0.0,0.0,0.0,0.0,0.0
1341,2020-09-01 2020-09-30,Harlingen-Weslaco-Brownsville-McAllen TX,0.0,0.0,15.0,0.0,30.0
1342,2020-09-01 2020-09-30,Harrisburg-Lancaster-Lebanon-York PA,56.0,0.0,0.0,3.0,23.0
1343,2020-09-01 2020-09-30,Harrisonburg VA,0.0,0.0,44.0,0.0,0.0
1344,2020-09-01 2020-09-30,Hartford & New Haven CT,64.0,16.0,13.0,0.0,6.0
1345,2020-09-01 2020-09-30,Hattiesburg-Laurel MS,0.0,0.0,0.0,0.0,0.0
1346,2020-09-01 2020-09-30,Helena MT,0.0,0.0,0.0,0.0,0.0
1347,2020-09-01 2020-09-30,Honolulu HI,0.0,0.0,31.0,0.0,0.0
1348,2020-09-01 2020-09-30,Houston TX,23.0,0.0,15.0,5.0,2.0
1349,2020-09-01 2020-09-30,Huntsville-Decatur (Florence) AL,0.0,0.0,0.0,0.0,0.0
1350,2020-09-01 2020-09-30,Idaho Falls-Pocatello ID,0.0,0.0,30.0,0.0,59.0
1351,2020-09-01 2020-09-30,Indianapolis IN,0.0,32.0,10.0,0.0,19.0
1352,2020-09-01 2020-09-30,Jackson MS,0.0,0.0,0.0,0.0,0.0
1353,2020-09-01 2020-09-30,Jackson TN,0.0,0.0,57.0,0.0,0.0
1354,2020-09-01 2020-09-30,Jacksonville FL,0.0,0.0,33.0,0.0,21.0
1355,2020-09-01 2020-09-30,Johnstown-Altoona PA,0.0,0.0,0.0,0.0,0.0
1356,2020-09-01 2020-09-30,Jonesboro AR,0.0,0.0,0.0,0.0,0.0
1357,2020-09-01 2020-09-30,Joplin MO-Pittsburg KS,0.0,0.0,38.0,0.0,0.0
1358,2020-09-01 2020-09-30,Juneau AK,0.0,0.0,0.0,100.0,0.0
1359,2020-09-01 2020-09-30,Kansas City MO,78.0,0.0,24.0,4.0,0.0
1360,2020-09-01 2020-09-30,Knoxville TN,0.0,0.0,32.0,4.0,0.0
1361,2020-09-01 2020-09-30,La Crosse-Eau Claire WI,0.0,0.0,22.0,0.0,0.0
1362,2020-09-01 2020-09-30,Lafayette IN,0.0,0.0,0.0,0.0,0.0
1363,2020-09-01 2020-09-30,Lafayette LA,0.0,0.0,0.0,0.0,0.0
1364,2020-09-01 2020-09-30,Lake Charles LA,0.0,0.0,0.0,0.0,0.0
1365,2020-09-01 2020-09-30,Lansing MI,0.0,0.0,17.0,0.0,0.0
1366,2020-09-01 2020-09-30,Laredo TX,0.0,0.0,38.0,0.0,0.0
1367,2020-09-01 2020-09-30,Las Vegas NV,0.0,0.0,12.0,0.0,0.0
1368,2020-09-01 2020-09-30,Lexington KY,0.0,44.0,18.0,0.0,0.0
1369,2020-09-01 2020-09-30,Lima OH,0.0,0.0,0.0,0.0,0.0
1370,2020-09-01 2020-09-30,Lincoln & Hastings-Kearney NE,0.0,0.0,0.0,8.0,0.0
1371,2020-09-01 2020-09-30,Little Rock-Pine Bluff AR,0.0,0.0,16.0,0.0,0.0
1372,2020-09-01 2020-09-30,Los Angeles CA,19.0,19.0,15.0,2.0,6.0
1373,2020-09-01 2020-09-30,Louisville KY,0.0,29.0,18.0,0.0,0.0
1374,2020-09-01 2020-09-30,Lubbock TX,0.0,0.0,26.0,0.0,0.0
1375,2020-09-01 2020-09-30,Macon GA,0.0,0.0,39.0,0.0,0.0
1376,2020-09-01 2020-09-30,Madison WI,0.0,0.0,0.0,0.0,18.0
1377,2020-09-01 2020-09-30,Mankato MN,0.0,0.0,0.0,0.0,0.0
1378,2020-09-01 2020-09-30,Marquette MI,0.0,0.0,0.0,0.0,0.0
1379,2020-09-01 2020-09-30,Medford-Klamath Falls OR,0.0,0.0,0.0,0.0,0.0
1380,2020-09-01 2020-09-30,Memphis TN,0.0,32.0,54.0,7.0,0.0
1381,2020-09-01 2020-09-30,Meridian MS,0.0,0.0,0.0,0.0,0.0
1382,2020-09-01 2020-09-30,Miami-Ft. Lauderdale FL,0.0,28.0,18.0,3.0,8.0
1383,2020-09-01 2020-09-30,Milwaukee WI,38.0,37.0,8.0,0.0,0.0
1384,2020-09-01 2020-09-30,Minneapolis-St. Paul MN,20.0,49.0,12.0,1.0,12.0
1385,2020-09-01 2020-09-30,Minot-Bismarck-Dickinson(Williston) ND,0.0,0.0,62.0,0.0,0.0
1386,2020-09-01 2020-09-30,Missoula MT,0.0,0.0,37.0,18.0,0.0
1387,2020-09-01 2020-09-30,Mobile AL-Pensacola (Ft. Walton Beach) FL,0.0,79.0,16.0,0.0,0.0
1388,2020-09-01 2020-09-30,Monroe LA-El Dorado AR,0.0,0.0,37.0,0.0,0.0
1389,2020-09-01 2020-09-30,Monterey-Salinas CA,0.0,0.0,0.0,7.0,0.0
1390,2020-09-01 2020-09-30,Montgomery (Selma) AL,0.0,0.0,0.0,0.0,0.0
1391,2020-09-01 2020-09-30,Nashville TN,0.0,0.0,16.0,5.0,6.0
1392,2020-09-01 2020-09-30,New Orleans LA,0.0,27.0,17.0,8.0,11.0
1393,2020-09-01 2020-09-30,New York NY,21.0,12.0,13.0,2.0,9.0
1394,2020-09-01 2020-09-30,Norfolk-Portsmouth-Newport News VA,43.0,0.0,9.0,0.0,0.0
1395,2020-09-01 2020-09-30,North Platte NE,0.0,0.0,0.0,0.0,0.0
1396,2020-09-01 2020-09-30,Odessa-Midland TX,0.0,0.0,0.0,0.0,0.0
1397,2020-09-01 2020-09-30,Oklahoma City OK,0.0,0.0,18.0,3.0,23.0
1398,2020-09-01 2020-09-30,Omaha NE,0.0,38.0,16.0,4.0,0.0
1399,2020-09-01 2020-09-30,Orlando-Daytona Beach-Melbourne FL,19.0,19.0,21.0,2.0,4.0
1400,2020-09-01 2020-09-30,Ottumwa IA-Kirksville MO,0.0,0.0,0.0,0.0,0.0
1401,2020-09-01 2020-09-30,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0.0,0.0,32.0,0.0,0.0
1402,2020-09-01 2020-09-30,Palm Springs CA,0.0,0.0,0.0,0.0,0.0
1403,2020-09-01 2020-09-30,Panama City FL,0.0,0.0,0.0,0.0,0.0
1404,2020-09-01 2020-09-30,Parkersburg WV,0.0,0.0,100.0,0.0,0.0
1405,2020-09-01 2020-09-30,Peoria-Bloomington IL,0.0,0.0,0.0,0.0,34.0
1406,2020-09-01 2020-09-30,Philadelphia PA,10.0,16.0,13.0,2.0,8.0
1407,2020-09-01 2020-09-30,Phoenix AZ,0.0,25.0,19.0,0.0,10.0
1408,2020-09-01 2020-09-30,Pittsburgh PA,35.0,34.0,14.0,0.0,14.0
1409,2020-09-01 2020-09-30,Portland OR,0.0,13.0,14.0,5.0,11.0
1410,2020-09-01 2020-09-30,Portland-Auburn ME,0.0,47.0,0.0,5.0,0.0
1411,2020-09-01 2020-09-30,Presque Isle ME,0.0,0.0,0.0,0.0,0.0
1412,2020-09-01 2020-09-30,Providence RI-New Bedford MA,56.0,28.0,12.0,3.0,0.0
1413,2020-09-01 2020-09-30,Quincy IL-Hannibal MO-Keokuk IA,0.0,0.0,0.0,0.0,0.0
1414,2020-09-01 2020-09-30,Raleigh-Durham (Fayetteville) NC,0.0,12.0,10.0,1.0,10.0
1415,2020-09-01 2020-09-30,Rapid City SD,0.0,0.0,0.0,0.0,0.0
1416,2020-09-01 2020-09-30,Reno NV,0.0,0.0,0.0,7.0,0.0
1417,2020-09-01 2020-09-30,Richmond-Petersburg VA,0.0,32.0,0.0,0.0,0.0
1418,2020-09-01 2020-09-30,Roanoke-Lynchburg VA,0.0,0.0,9.0,0.0,0.0
1419,2020-09-01 2020-09-30,Rochester MN-Mason City IA-Austin MN,0.0,0.0,31.0,0.0,0.0
1420,2020-09-01 2020-09-30,Rochester NY,0.0,0.0,0.0,0.0,0.0
1421,2020-09-01 2020-09-30,Rockford IL,0.0,0.0,51.0,12.0,0.0
1422,2020-09-01 2020-09-30,Sacramento-Stockton-Modesto CA,21.0,0.0,9.0,2.0,9.0
1423,2020-09-01 2020-09-30,Salisbury MD,0.0,0.0,0.0,0.0,0.0
1424,2020-09-01 2020-09-30,Salt Lake City UT,0.0,15.0,27.0,9.0,0.0
1425,2020-09-01 2020-09-30,San Angelo TX,0.0,0.0,0.0,0.0,0.0
1426,2020-09-01 2020-09-30,San Antonio TX,0.0,0.0,28.0,2.0,0.0
1427,2020-09-01 2020-09-30,San Diego CA,0.0,37.0,23.0,5.0,5.0
1428,2020-09-01 2020-09-30,San Francisco-Oakland-San Jose CA,47.0,23.0,15.0,4.0,9.0
1429,2020-09-01 2020-09-30,Santa Barbara-Santa Maria-San Luis Obispo CA,0.0,0.0,0.0,14.0,0.0
1430,2020-09-01 2020-09-30,Savannah GA,0.0,0.0,23.0,0.0,0.0
1431,2020-09-01 2020-09-30,Seattle-Tacoma WA,31.0,31.0,10.0,3.0,10.0
1432,2020-09-01 2020-09-30,Sherman TX-Ada OK,0.0,0.0,86.0,0.0,0.0
1433,2020-09-01 2020-09-30,Shreveport LA,0.0,0.0,45.0,0.0,0.0
1434,2020-09-01 2020-09-30,Sioux City IA,0.0,0.0,0.0,0.0,0.0
1435,2020-09-01 2020-09-30,Sioux Falls(Mitchell) SD,0.0,0.0,18.0,0.0,0.0
1436,2020-09-01 2020-09-30,South Bend-Elkhart IN,0.0,0.0,27.0,0.0,27.0
1437,2020-09-01 2020-09-30,Spokane WA,0.0,0.0,30.0,0.0,0.0
1438,2020-09-01 2020-09-30,Springfield MO,0.0,0.0,12.0,0.0,0.0
1439,2020-09-01 2020-09-30,Springfield-Holyoke MA,0.0,0.0,29.0,0.0,0.0
1440,2020-09-01 2020-09-30,St. Joseph MO,0.0,0.0,0.0,0.0,0.0
1441,2020-09-01 2020-09-30,St. Louis MO,0.0,15.0,19.0,0.0,6.0
1442,2020-09-01 2020-09-30,Syracuse NY,0.0,0.0,10.0,0.0,0.0
1443,2020-09-01 2020-09-30,Tallahassee FL-Thomasville GA,0.0,0.0,0.0,0.0,0.0
1444,2020-09-01 2020-09-30,Tampa-St. Petersburg (Sarasota) FL,19.0,37.0,18.0,2.0,8.0
1445,2020-09-01 2020-09-30,Terre Haute IN,0.0,0.0,0.0,0.0,0.0
1446,2020-09-01 2020-09-30,Toledo OH,0.0,0.0,22.0,5.0,21.0
1447,2020-09-01 2020-09-30,Topeka KS,0.0,0.0,0.0,0.0,0.0
1448,2020-09-01 2020-09-30,Traverse City-Cadillac MI,0.0,0.0,40.0,0.0,0.0
1449,2020-09-01 2020-09-30,Tri-Cities TN-VA,0.0,0.0,17.0,0.0,0.0
1450,2020-09-01 2020-09-30,Tucson (Sierra Vista) AZ,91.0,45.0,19.0,0.0,18.0
1451,2020-09-01 2020-09-30,Tulsa OK,0.0,0.0,18.0,4.0,0.0
1452,2020-09-01 2020-09-30,Twin Falls ID,0.0,0.0,0.0,34.0,0.0
1453,2020-09-01 2020-09-30,Tyler-Longview(Lufkin & Nacogdoches) TX,0.0,0.0,19.0,0.0,0.0
1454,2020-09-01 2020-09-30,Utica NY,0.0,0.0,0.0,0.0,0.0
1455,2020-09-01 2020-09-30,Victoria TX,0.0,0.0,0.0,0.0,0.0
1456,2020-09-01 2020-09-30,Waco-Temple-Bryan TX,0.0,0.0,29.0,0.0,0.0
1457,2020-09-01 2020-09-30,Washington DC (Hagerstown MD),31.0,26.0,8.0,4.0,8.0
1458,2020-09-01 2020-09-30,Watertown NY,0.0,0.0,0.0,0.0,0.0
1459,2020-09-01 2020-09-30,Wausau-Rhinelander WI,0.0,0.0,0.0,0.0,0.0
1460,2020-09-01 2020-09-30,West Palm Beach-Ft. Pierce FL,0.0,25.0,5.0,5.0,0.0
1461,2020-09-01 2020-09-30,Wheeling WV-Steubenville OH,0.0,0.0,48.0,0.0,0.0
1462,2020-09-01 2020-09-30,Wichita Falls TX & Lawton OK,0.0,0.0,0.0,0.0,0.0
1463,2020-09-01 2020-09-30,Wichita-Hutchinson KS,0.0,0.0,22.0,0.0,21.0
1464,2020-09-01 2020-09-30,Wilkes Barre-Scranton PA,0.0,40.0,8.0,0.0,0.0
1465,2020-09-01 2020-09-30,Wilmington NC,0.0,0.0,20.0,0.0,0.0
1466,2020-09-01 2020-09-30,Yakima-Pasco-Richland-Kennewick WA,0.0,0.0,17.0,17.0,0.0
1467,2020-09-01 2020-09-30,Youngstown OH,0.0,0.0,0.0,8.0,0.0
1468,2020-09-01 2020-09-30,Yuma AZ-El Centro CA,0.0,0.0,0.0,0.0,0.0
1469,2020-09-01 2020-09-30,Zanesville OH,0.0,0.0,0.0,0.0,0.0
1470,2020-10-01 2020-10-31,Abilene-Sweetwater TX,0.0,0.0,48.0,0.0,0.0
1471,2020-10-01 2020-10-31,Albany GA,0.0,0.0,0.0,0.0,0.0
1472,2020-10-01 2020-10-31,Albany-Schenectady-Troy NY,0.0,20.0,13.0,0.0,0.0
1473,2020-10-01 2020-10-31,Albuquerque-Santa Fe NM,0.0,0.0,12.0,0.0,0.0
1474,2020-10-01 2020-10-31,Alexandria LA,0.0,0.0,0.0,0.0,0.0
1475,2020-10-01 2020-10-31,Alpena MI,0.0,0.0,0.0,0.0,0.0
1476,2020-10-01 2020-10-31,Amarillo TX,0.0,0.0,0.0,0.0,0.0
1477,2020-10-01 2020-10-31,Anchorage AK,0.0,0.0,0.0,0.0,0.0
1478,2020-10-01 2020-10-31,Atlanta GA,25.0,20.0,12.0,2.0,3.0
1479,2020-10-01 2020-10-31,Augusta GA,0.0,0.0,0.0,0.0,0.0
1480,2020-10-01 2020-10-31,Austin TX,30.0,23.0,11.0,13.0,0.0
1481,2020-10-01 2020-10-31,Bakersfield CA,0.0,0.0,16.0,0.0,0.0
1482,2020-10-01 2020-10-31,Baltimore MD,0.0,20.0,3.0,0.0,0.0
1483,2020-10-01 2020-10-31,Bangor ME,0.0,0.0,0.0,0.0,0.0
1484,2020-10-01 2020-10-31,Baton Rouge LA,0.0,0.0,0.0,0.0,0.0
1485,2020-10-01 2020-10-31,Beaumont-Port Arthur TX,0.0,0.0,0.0,0.0,0.0
1486,2020-10-01 2020-10-31,Bend OR,0.0,0.0,0.0,90.0,0.0
1487,2020-10-01 2020-10-31,"Billings, MT",0.0,0.0,0.0,0.0,0.0
1488,2020-10-01 2020-10-31,Biloxi-Gulfport MS,0.0,0.0,0.0,0.0,0.0
1489,2020-10-01 2020-10-31,Binghamton NY,0.0,0.0,0.0,0.0,0.0
1490,2020-10-01 2020-10-31,Birmingham AL,0.0,34.0,11.0,0.0,0.0
1491,2020-10-01 2020-10-31,Bluefield-Beckley-Oak Hill WV,0.0,0.0,0.0,0.0,0.0
1492,2020-10-01 2020-10-31,Boise ID,0.0,0.0,26.0,23.0,0.0
1493,2020-10-01 2020-10-31,Boston MA-Manchester NH,32.0,25.0,12.0,2.0,10.0
1494,2020-10-01 2020-10-31,Bowling Green KY,0.0,0.0,0.0,0.0,0.0
1495,2020-10-01 2020-10-31,Buffalo NY,100.0,39.0,12.0,0.0,16.0
1496,2020-10-01 2020-10-31,Burlington VT-Plattsburgh NY,0.0,83.0,0.0,0.0,0.0
1497,2020-10-01 2020-10-31,Butte-Bozeman MT,0.0,0.0,0.0,0.0,0.0
1498,2020-10-01 2020-10-31,Casper-Riverton WY,0.0,0.0,0.0,0.0,0.0
1499,2020-10-01 2020-10-31,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0.0,39.0,25.0,0.0,0.0
1500,2020-10-01 2020-10-31,Champaign & Springfield-Decatur IL,0.0,0.0,25.0,0.0,0.0
1501,2020-10-01 2020-10-31,Charleston SC,0.0,0.0,0.0,0.0,0.0
1502,2020-10-01 2020-10-31,Charleston-Huntington WV,0.0,0.0,26.0,0.0,68.0
1503,2020-10-01 2020-10-31,Charlotte NC,93.0,0.0,11.0,5.0,0.0
1504,2020-10-01 2020-10-31,Charlottesville VA,0.0,0.0,43.0,0.0,0.0
1505,2020-10-01 2020-10-31,Chattanooga TN,0.0,0.0,0.0,0.0,32.0
1506,2020-10-01 2020-10-31,Cheyenne WY-Scottsbluff NE,0.0,0.0,0.0,0.0,0.0
1507,2020-10-01 2020-10-31,Chicago IL,14.0,25.0,11.0,6.0,5.0
1508,2020-10-01 2020-10-31,Chico-Redding CA,0.0,0.0,0.0,0.0,0.0
1509,2020-10-01 2020-10-31,Cincinnati OH,32.0,12.0,20.0,0.0,0.0
1510,2020-10-01 2020-10-31,Clarksburg-Weston WV,0.0,0.0,0.0,0.0,0.0
1511,2020-10-01 2020-10-31,Cleveland-Akron (Canton) OH,0.0,22.0,10.0,0.0,0.0
1512,2020-10-01 2020-10-31,Colorado Springs-Pueblo CO,0.0,100.0,11.0,0.0,28.0
1513,2020-10-01 2020-10-31,Columbia SC,0.0,0.0,0.0,0.0,0.0
1514,2020-10-01 2020-10-31,Columbia-Jefferson City MO,0.0,0.0,0.0,0.0,0.0
1515,2020-10-01 2020-10-31,Columbus GA,0.0,0.0,0.0,0.0,0.0
1516,2020-10-01 2020-10-31,Columbus OH,0.0,25.0,8.0,0.0,0.0
1517,2020-10-01 2020-10-31,Columbus-Tupelo-West Point MS,0.0,0.0,0.0,0.0,0.0
1518,2020-10-01 2020-10-31,Corpus Christi TX,0.0,0.0,0.0,0.0,0.0
1519,2020-10-01 2020-10-31,Dallas-Ft. Worth TX,8.0,12.0,9.0,2.0,3.0
1520,2020-10-01 2020-10-31,Davenport IA-Rock Island-Moline IL,0.0,0.0,0.0,0.0,0.0
1521,2020-10-01 2020-10-31,Dayton OH,0.0,0.0,10.0,0.0,0.0
1522,2020-10-01 2020-10-31,Denver CO,65.0,19.0,6.0,4.0,0.0
1523,2020-10-01 2020-10-31,Des Moines-Ames IA,0.0,81.0,0.0,30.0,0.0
1524,2020-10-01 2020-10-31,Detroit MI,47.0,48.0,19.0,0.0,10.0
1525,2020-10-01 2020-10-31,Dothan AL,0.0,0.0,51.0,0.0,0.0
1526,2020-10-01 2020-10-31,Duluth MN-Superior WI,0.0,0.0,61.0,0.0,0.0
1527,2020-10-01 2020-10-31,El Paso TX,0.0,0.0,20.0,0.0,0.0
1528,2020-10-01 2020-10-31,Elmira NY,0.0,0.0,52.0,0.0,0.0
1529,2020-10-01 2020-10-31,Erie PA,0.0,0.0,0.0,0.0,0.0
1530,2020-10-01 2020-10-31,Eugene OR,0.0,0.0,18.0,31.0,0.0
1531,2020-10-01 2020-10-31,Eureka CA,0.0,0.0,0.0,0.0,0.0
1532,2020-10-01 2020-10-31,Evansville IN,0.0,0.0,0.0,0.0,0.0
1533,2020-10-01 2020-10-31,Fairbanks AK,0.0,0.0,0.0,0.0,0.0
1534,2020-10-01 2020-10-31,Fargo-Valley City ND,0.0,0.0,0.0,0.0,0.0
1535,2020-10-01 2020-10-31,Flint-Saginaw-Bay City MI,0.0,34.0,22.0,0.0,0.0
1536,2020-10-01 2020-10-31,Florence-Myrtle Beach SC,0.0,0.0,0.0,0.0,0.0
1537,2020-10-01 2020-10-31,Fresno-Visalia CA,0.0,0.0,0.0,0.0,0.0
1538,2020-10-01 2020-10-31,Ft. Myers-Naples FL,0.0,25.0,0.0,0.0,0.0
1539,2020-10-01 2020-10-31,Ft. Smith-Fayetteville-Springdale-Rogers AR,0.0,0.0,14.0,0.0,0.0
1540,2020-10-01 2020-10-31,Ft. Wayne IN,0.0,0.0,0.0,0.0,0.0
1541,2020-10-01 2020-10-31,Gainesville FL,0.0,0.0,0.0,0.0,0.0
1542,2020-10-01 2020-10-31,Glendive MT,0.0,0.0,0.0,0.0,0.0
1543,2020-10-01 2020-10-31,Grand Junction-Montrose CO,0.0,0.0,0.0,0.0,0.0
1544,2020-10-01 2020-10-31,Grand Rapids-Kalamazoo-Battle Creek MI,0.0,17.0,11.0,9.0,0.0
1545,2020-10-01 2020-10-31,Great Falls MT,0.0,0.0,0.0,0.0,0.0
1546,2020-10-01 2020-10-31,Green Bay-Appleton WI,0.0,33.0,0.0,0.0,27.0
1547,2020-10-01 2020-10-31,Greensboro-High Point-Winston Salem NC,0.0,19.0,6.0,11.0,0.0
1548,2020-10-01 2020-10-31,Greenville-New Bern-Washington NC,0.0,0.0,14.0,0.0,0.0
1549,2020-10-01 2020-10-31,Greenville-Spartanburg SC-Asheville NC-Anderson SC,0.0,15.0,5.0,0.0,0.0
1550,2020-10-01 2020-10-31,Greenwood-Greenville MS,0.0,0.0,100.0,0.0,0.0
1551,2020-10-01 2020-10-31,Harlingen-Weslaco-Brownsville-McAllen TX,0.0,0.0,0.0,0.0,0.0
1552,2020-10-01 2020-10-31,Harrisburg-Lancaster-Lebanon-York PA,0.0,0.0,6.0,0.0,0.0
1553,2020-10-01 2020-10-31,Harrisonburg VA,0.0,0.0,0.0,0.0,0.0
1554,2020-10-01 2020-10-31,Hartford & New Haven CT,53.0,21.0,7.0,6.0,0.0
1555,2020-10-01 2020-10-31,Hattiesburg-Laurel MS,0.0,0.0,0.0,0.0,0.0
1556,2020-10-01 2020-10-31,Helena MT,0.0,0.0,0.0,0.0,0.0
1557,2020-10-01 2020-10-31,Honolulu HI,67.0,0.0,8.0,0.0,0.0
1558,2020-10-01 2020-10-31,Houston TX,39.0,15.0,12.0,0.0,0.0
1559,2020-10-01 2020-10-31,Huntsville-Decatur (Florence) AL,0.0,0.0,0.0,0.0,0.0
1560,2020-10-01 2020-10-31,Idaho Falls-Pocatello ID,0.0,0.0,31.0,0.0,0.0
1561,2020-10-01 2020-10-31,Indianapolis IN,0.0,10.0,10.0,0.0,8.0
1562,2020-10-01 2020-10-31,Jackson MS,0.0,0.0,0.0,0.0,0.0
1563,2020-10-01 2020-10-31,Jackson TN,0.0,0.0,0.0,0.0,0.0
1564,2020-10-01 2020-10-31,Jacksonville FL,0.0,16.0,5.0,9.0,13.0
1565,2020-10-01 2020-10-31,Johnstown-Altoona PA,0.0,0.0,14.0,0.0,0.0
1566,2020-10-01 2020-10-31,Jonesboro AR,0.0,0.0,0.0,0.0,0.0
1567,2020-10-01 2020-10-31,Joplin MO-Pittsburg KS,0.0,0.0,39.0,0.0,0.0
1568,2020-10-01 2020-10-31,Juneau AK,0.0,0.0,0.0,0.0,0.0
1569,2020-10-01 2020-10-31,Kansas City MO,0.0,25.0,4.0,7.0,10.0
1570,2020-10-01 2020-10-31,Knoxville TN,0.0,25.0,8.0,0.0,0.0
1571,2020-10-01 2020-10-31,La Crosse-Eau Claire WI,0.0,0.0,0.0,0.0,0.0
1572,2020-10-01 2020-10-31,Lafayette IN,0.0,0.0,0.0,0.0,0.0
1573,2020-10-01 2020-10-31,Lafayette LA,0.0,0.0,0.0,0.0,0.0
1574,2020-10-01 2020-10-31,Lake Charles LA,0.0,0.0,0.0,0.0,0.0
1575,2020-10-01 2020-10-31,Lansing MI,0.0,0.0,0.0,0.0,0.0
1576,2020-10-01 2020-10-31,Laredo TX,0.0,0.0,0.0,0.0,0.0
1577,2020-10-01 2020-10-31,Las Vegas NV,0.0,39.0,25.0,7.0,0.0
1578,2020-10-01 2020-10-31,Lexington KY,0.0,29.0,9.0,16.0,0.0
1579,2020-10-01 2020-10-31,Lima OH,0.0,0.0,85.0,0.0,0.0
1580,2020-10-01 2020-10-31,Lincoln & Hastings-Kearney NE,0.0,0.0,0.0,31.0,0.0
1581,2020-10-01 2020-10-31,Little Rock-Pine Bluff AR,0.0,26.0,17.0,0.0,0.0
1582,2020-10-01 2020-10-31,Los Angeles CA,49.0,21.0,7.0,4.0,3.0
1583,2020-10-01 2020-10-31,Louisville KY,0.0,20.0,6.0,0.0,0.0
1584,2020-10-01 2020-10-31,Lubbock TX,0.0,0.0,26.0,0.0,0.0
1585,2020-10-01 2020-10-31,Macon GA,0.0,0.0,0.0,0.0,0.0
1586,2020-10-01 2020-10-31,Madison WI,0.0,31.0,10.0,0.0,26.0
1587,2020-10-01 2020-10-31,Mankato MN,0.0,0.0,0.0,0.0,0.0
1588,2020-10-01 2020-10-31,Marquette MI,0.0,0.0,0.0,100.0,0.0
1589,2020-10-01 2020-10-31,Medford-Klamath Falls OR,0.0,0.0,26.0,0.0,0.0
1590,2020-10-01 2020-10-31,Memphis TN,0.0,0.0,6.0,0.0,0.0
1591,2020-10-01 2020-10-31,Meridian MS,0.0,0.0,0.0,0.0,0.0
1592,2020-10-01 2020-10-31,Miami-Ft. Lauderdale FL,14.0,11.0,14.0,3.0,5.0
1593,2020-10-01 2020-10-31,Milwaukee WI,63.0,24.0,4.0,14.0,0.0
1594,2020-10-01 2020-10-31,Minneapolis-St. Paul MN,50.0,32.0,8.0,4.0,0.0
1595,2020-10-01 2020-10-31,Minot-Bismarck-Dickinson(Williston) ND,0.0,0.0,0.0,0.0,0.0
1596,2020-10-01 2020-10-31,Missoula MT,0.0,0.0,0.0,68.0,100.0
1597,2020-10-01 2020-10-31,Mobile AL-Pensacola (Ft. Walton Beach) FL,0.0,24.0,0.0,0.0,0.0
1598,2020-10-01 2020-10-31,Monroe LA-El Dorado AR,0.0,0.0,36.0,0.0,0.0
1599,2020-10-01 2020-10-31,Monterey-Salinas CA,0.0,51.0,16.0,0.0,0.0
1600,2020-10-01 2020-10-31,Montgomery (Selma) AL,0.0,0.0,21.0,0.0,0.0
1601,2020-10-01 2020-10-31,Nashville TN,25.0,29.0,0.0,5.0,8.0
1602,2020-10-01 2020-10-31,New Orleans LA,47.0,0.0,23.0,0.0,0.0
1603,2020-10-01 2020-10-31,New York NY,18.0,23.0,10.0,3.0,3.0
1604,2020-10-01 2020-10-31,Norfolk-Portsmouth-Newport News VA,36.0,28.0,9.0,0.0,0.0
1605,2020-10-01 2020-10-31,North Platte NE,0.0,0.0,0.0,0.0,0.0
