,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,ConfirmedCases,ConfirmedDeaths,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,state
24,,NAT_GOV,20200125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,2.0,0.0,0.0,5.56,6.41,
25,,NAT_GOV,20200126,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,5.0,0.0,0.0,5.56,6.41,
26,,NAT_GOV,20200127,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,5.0,0.0,0.0,8.89,6.41,
27,,NAT_GOV,20200128,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,5.0,0.0,0.0,5.56,6.41,
28,,NAT_GOV,20200129,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,6.0,0.0,0.0,5.56,6.41,
29,,NAT_GOV,20200130,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,6.0,0.0,0.0,5.56,6.41,
30,,NAT_GOV,20200131,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,8.0,0.0,0.0,5.56,6.41,
31,,NAT_GOV,20200201,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,8.0,0.0,0.0,5.56,6.41,
32,,NAT_GOV,20200202,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,8.0,0.0,5.56,8.89,10.26,
33,,NAT_GOV,20200203,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,11.0,0.0,5.56,8.89,10.26,
34,,NAT_GOV,20200204,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,11.0,0.0,5.56,8.89,10.26,
35,,NAT_GOV,20200205,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,11.0,0.0,5.56,8.89,10.26,
36,,NAT_GOV,20200206,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,12.0,0.0,5.56,8.89,10.26,
37,,NAT_GOV,20200207,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,12.0,0.0,5.56,8.89,10.26,
38,,NAT_GOV,20200208,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,12.0,0.0,5.56,8.89,10.26,
39,,NAT_GOV,20200209,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,12.0,0.0,5.56,8.89,10.26,
40,,NAT_GOV,20200210,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,12.0,0.0,5.56,8.89,10.26,
41,,NAT_GOV,20200211,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,13.0,0.0,5.56,8.89,10.26,
42,,NAT_GOV,20200212,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,13.0,0.0,5.56,8.89,10.26,
43,,NAT_GOV,20200213,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,14.0,0.0,5.56,8.89,10.26,
44,,NAT_GOV,20200214,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,14.0,0.0,5.56,8.89,10.26,
45,,NAT_GOV,20200215,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,14.0,0.0,5.56,8.89,10.26,
46,,NAT_GOV,20200216,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,14.0,0.0,5.56,8.89,10.26,
47,,NAT_GOV,20200217,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,14.0,0.0,5.56,8.89,10.26,
48,,NAT_GOV,20200218,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,14.0,0.0,5.56,8.89,10.26,
49,,NAT_GOV,20200219,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,14.0,0.0,5.56,8.89,10.26,
50,,NAT_GOV,20200220,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,14.0,0.0,5.56,8.89,10.26,
51,,NAT_GOV,20200221,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,16.0,0.0,5.56,8.89,10.26,
52,,NAT_GOV,20200222,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,16.0,0.0,5.56,8.89,10.26,
53,,NAT_GOV,20200223,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,16.0,0.0,5.56,8.89,10.26,
54,,NAT_GOV,20200224,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,16.0,0.0,5.56,8.89,10.26,
55,,NAT_GOV,20200225,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,16.0,0.0,5.56,8.89,10.26,
56,,NAT_GOV,20200226,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,16.0,0.0,5.56,8.89,10.26,
57,,NAT_GOV,20200227,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,17.0,0.0,5.56,8.89,10.26,
58,,NAT_GOV,20200228,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,17.0,0.0,5.56,8.89,10.26,
59,,NAT_GOV,20200229,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,25.0,1.0,5.56,8.89,10.26,
60,,NAT_GOV,20200301,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,32.0,1.0,5.56,8.89,10.26,
61,,NAT_GOV,20200302,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,55.0,6.0,8.33,10.56,12.18,
62,,NAT_GOV,20200303,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,74.0,7.0,8.33,10.56,12.18,
63,,NAT_GOV,20200304,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,107.0,11.0,8.33,10.56,12.18,
64,,NAT_GOV,20200305,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,184.0,12.0,8.33,10.56,12.18,
65,,NAT_GOV,20200306,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,237.0,14.0,8.33,10.56,12.18,
66,,NAT_GOV,20200307,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,403.0,17.0,8.33,10.56,12.18,
67,,NAT_GOV,20200308,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,519.0,21.0,8.33,10.56,12.18,
68,,NAT_GOV,20200309,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,594.0,22.0,8.33,10.56,12.18,
